story	Story(name=speedometer_2.1)
browser-setup	3.319198019975375
browser-tear_down	0.2666667279057162
probes-creation	0.0001962228813564568
probes-setup	0.00017697836844718614
probes-start	8.116443684650448e-05
run	109.04053129002848
runner-cooldown	2.001967802490913
